WaferID: N5GM12.16 (Step 10 to Step 16)
     ,  BasisFunction1,  BasisFunction1,  (nFringes*1000),  (nFringes*1000),  Endpoint Time (sec),  Endpoint Time (sec),  Delay Time (sec),  Delay Time (sec),  Normalization Time (sec),  Normalization Time (sec), 
     ,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value, 
 2999,  299.900,  376482.00,  299.900,  398.340149,   ,   ,   ,   ,   ,   , 
 3000,  300.000,  376468.19,  300.000,  398.473846,   ,   ,   ,   ,   ,   , 
 3001,  300.100,  376256.28,  300.100,  398.607574,   ,   ,   ,   ,   ,   , 
 3002,  300.200,  376170.19,  300.200,  398.741302,   ,   ,   ,   ,   ,   , 
 3003,  300.300,  376234.28,  300.300,  398.875000,   ,   ,   ,   ,   ,   , 
 3004,  300.400,  376087.19,  300.400,  399.008728,   ,   ,   ,   ,   ,   , 
 3005,  300.500,  376266.38,  300.500,  399.142456,   ,   ,   ,   ,   ,   , 
 3006,  300.600,  376596.19,  300.600,  399.276154,   ,   ,   ,   ,   ,   , 
 3007,  300.700,  376485.09,  300.700,  399.409851,   ,   ,   ,   ,   ,   , 
 3008,  300.800,  376636.19,  300.800,  399.543579,   ,   ,   ,   ,   ,   , 
 3009,  300.900,  376572.28,  300.900,  399.677307,   ,   ,   ,   ,   ,   , 
 3010,  301.000,  377402.81,  301.000,  399.811035,   ,   ,   ,   ,   ,   , 
 3011,  301.100,  377702.00,  301.100,  399.944733,   ,   ,   ,   ,   ,   , 
 3012,  301.200,  377731.81,  301.200,  400.078461,   ,   ,   ,   ,   ,   , 
 3013,  301.300,  378012.28,  301.300,  400.212158,   ,   ,   ,   ,   ,   , 
 3014,  301.400,  378231.63,  301.400,  400.345886,   ,   ,   ,   ,   ,   , 
 3015,  301.500,  378054.38,  301.500,  400.479614,   ,   ,   ,   ,   ,   , 
 3016,  301.600,  378108.38,  301.600,  400.613312,   ,   ,   ,   ,   ,   , 
 3017,  301.700,  377618.63,  301.700,  400.747040,   ,   ,   ,   ,   ,   , 
 3018,  301.800,  377731.19,  301.800,  400.880768,   ,   ,   ,   ,   ,   , 
 3019,  301.900,  377658.38,  301.900,  401.014465,   ,   ,   ,   ,   ,   , 
 3020,  302.000,  377595.72,  302.000,  401.148163,   ,   ,   ,   ,   ,   , 
 3021,  302.100,  377274.19,  302.100,  401.281891,   ,   ,   ,   ,   ,   , 
 3022,  302.200,  376963.19,  302.200,  401.415619,   ,   ,   ,   ,   ,   , 
 3023,  302.300,  377057.81,  302.300,  401.549347,   ,   ,   ,   ,   ,   , 
 3024,  302.400,  376598.28,  302.400,  401.683044,   ,   ,   ,   ,   ,   , 
 3025,  302.500,  376067.19,  302.500,  401.816742,   ,   ,   ,   ,   ,   , 
 3026,  302.600,  376028.91,  302.600,  401.950470,   ,   ,   ,   ,   ,   , 
 3027,  302.700,  375665.53,  302.700,  402.084198,   ,   ,   ,   ,   ,   , 
 3028,  302.800,  375673.91,  302.800,  402.217926,   ,   ,   ,   ,   ,   , 
 3029,  302.900,  375782.72,  302.900,  402.351624,   ,   ,   ,   ,   ,   , 
 3030,  303.000,  375927.81,  303.000,  402.485352,   ,   ,   ,   ,   ,   , 
 3031,  303.100,  375903.28,  303.100,  402.619049,   ,   ,   ,   ,   ,   , 
 3032,  303.200,  375681.00,  303.200,  402.752777,   ,   ,   ,   ,   ,   , 
 3033,  303.300,  375699.28,  303.300,  402.886475,   ,   ,   ,   ,   ,   , 
 3034,  303.400,  375692.28,  303.400,  403.020203,   ,   ,   ,   ,   ,   , 
 3035,  303.500,  375807.38,  303.500,  403.153931,   ,   ,   ,   ,   ,   , 
 3036,  303.600,  376160.81,  303.600,  403.287659,   ,   ,   ,   ,   ,   , 
 3037,  303.700,  376656.81,  303.700,  403.421356,   ,   ,   ,   ,   ,   , 
 3038,  303.800,  376852.28,  303.800,  403.555054,   ,   ,   ,   ,   ,   , 
 3039,  303.900,  376866.47,  303.900,  403.688782,   ,   ,   ,   ,   ,   , 
 3040,  304.000,  376752.09,  304.000,  403.822510,   ,   ,   ,   ,   ,   , 
 3041,  304.100,  376340.72,  304.100,  403.956207,   ,   ,   ,   ,   ,   , 
 3042,  304.200,  376391.72,  304.200,  404.089935,   ,   ,   ,   ,   ,   , 
 3043,  304.300,  376415.72,  304.300,  404.223663,   ,   ,   ,   ,   ,   , 
 3044,  304.400,  376375.91,  304.400,  404.357361,   ,   ,   ,   ,   ,   , 
 3045,  304.500,  376228.00,  304.500,  404.491089,   ,   ,   ,   ,   ,   , 
 3046,  304.600,  376312.53,  304.600,  404.624786,   ,   ,   ,   ,   ,   , 
 3047,  304.700,  376330.00,  304.700,  404.758514,   ,   ,   ,   ,   ,   , 
 3048,  304.800,  375974.38,  304.800,  404.892242,   ,   ,   ,   ,   ,   , 
 3049,  304.900,  376047.47,  304.900,  405.025970,   ,   ,   ,   ,   ,   , 
 3050,  305.000,  375768.53,  305.000,  405.159637,   ,   ,   ,   ,   ,   , 
 3051,  305.100,  375728.00,  305.100,  405.293365,   ,   ,   ,   ,   ,   , 
 3052,  305.200,  375707.81,  305.200,  405.427094,   ,   ,   ,   ,   ,   , 
 3053,  305.300,  375778.63,  305.300,  405.560822,   ,   ,   ,   ,   ,   , 
 3054,  305.400,  375850.47,  305.400,  405.694519,   ,   ,   ,   ,   ,   , 
 3055,  305.500,  375884.38,  305.500,  407.242554,   ,   ,   ,   ,   ,   , 
 3056,  305.600,  375678.91,  305.600,  407.376831,   ,   ,   ,   ,   ,   , 
 3057,  305.700,  375445.09,  305.700,  407.511078,   ,   ,   ,   ,   ,   , 
 3058,  305.800,  375346.00,  305.800,  407.645325,   ,   ,   ,   ,   ,   , 
 3059,  305.900,  375524.81,  305.900,  407.779510,   ,   ,   ,   ,   ,   , 
 3060,  306.000,  375531.91,  306.000,  407.913727,   ,   ,   ,   ,   ,   , 
 3061,  306.100,  375681.81,  306.100,  408.047913,   ,   ,   ,   ,   ,   , 
 3062,  306.200,  375494.91,  306.200,  408.182098,   ,   ,   ,   ,   ,   , 
 3063,  306.300,  375603.81,  306.300,  408.316284,   ,   ,   ,   ,   ,   , 
 3064,  306.400,  375531.00,  306.400,  408.450439,   ,   ,   ,   ,   ,   , 
 3065,  306.500,  375252.91,  306.500,  408.584656,   ,   ,   ,   ,   ,   , 
 3066,  306.600,  375048.28,  306.600,  408.718811,   ,   ,   ,   ,   ,   , 
 3067,  306.700,  375152.53,  306.700,  408.853027,   ,   ,   ,   ,   ,   , 
 3068,  306.800,  375226.91,  306.800,  408.987183,   ,   ,   ,   ,   ,   , 
 3069,  306.900,  375276.91,  306.900,  409.121399,   ,   ,   ,   ,   ,   , 
 3070,  307.000,  374957.63,  307.000,  409.255554,   ,   ,   ,   ,   ,   , 
 3071,  307.100,  374685.00,  307.100,  409.389740,   ,   ,   ,   ,   ,   , 
 3072,  307.200,  374705.53,  307.200,  409.523926,   ,   ,   ,   ,   ,   , 
 3073,  307.300,  374902.63,  307.300,  409.658112,   ,   ,   ,   ,   ,   , 
 3074,  307.400,  374912.72,  307.400,  409.792297,   ,   ,   ,   ,   ,   , 
 3075,  307.500,  374757.09,  307.500,  409.926483,   ,   ,   ,   ,   ,   , 
 3076,  307.600,  374621.28,  307.600,  410.060638,   ,   ,   ,   ,   ,   , 
 3077,  307.700,  374609.19,  307.700,  410.194855,   ,   ,   ,   ,   ,   , 
 3078,  307.800,  374799.81,  307.800,  410.329010,   ,   ,   ,   ,   ,   , 
 3079,  307.900,  374780.47,  307.900,  410.463226,   ,   ,   ,   ,   ,   , 
 3080,  308.000,  374786.38,  308.000,  410.597382,   ,   ,   ,   ,   ,   , 
 3081,  308.100,  374801.91,  308.100,  410.731567,   ,   ,   ,   ,   ,   , 
 3082,  308.200,  374972.19,  308.200,  410.865753,   ,   ,   ,   ,   ,   , 
 3083,  308.300,  374945.19,  308.300,  410.999939,   ,   ,   ,   ,   ,   , 
 3084,  308.400,  374897.91,  308.400,  411.134125,   ,   ,   ,   ,   ,   , 
 3085,  308.500,  374907.91,  308.500,  411.268280,   ,   ,   ,   ,   ,   , 
 3086,  308.600,  374724.63,  308.600,  411.402496,   ,   ,   ,   ,   ,   , 
 3087,  308.700,  375039.19,  308.700,  411.536652,   ,   ,   ,   ,   ,   , 
 3088,  308.800,  375399.91,  308.800,  411.670837,   ,   ,   ,   ,   ,   , 
 3089,  308.900,  375552.53,  308.900,  411.805023,   ,   ,   ,   ,   ,   , 
 3090,  309.000,  375597.47,  309.000,  411.939209,   ,   ,   ,   ,   ,   , 
 3091,  309.100,  375378.63,  309.100,  412.073395,   ,   ,   ,   ,   ,   , 
 3092,  309.200,  375347.53,  309.200,  412.207581,   ,   ,   ,   ,   ,   , 
 3093,  309.300,  375258.19,  309.300,  412.341736,   ,   ,   ,   ,   ,   , 
 3094,  309.400,  375292.00,  309.400,  412.475952,   ,   ,   ,   ,   ,   , 
 3095,  309.500,  375232.91,  309.500,  412.610107,   ,   ,   ,   ,   ,   , 
 3096,  309.600,  375017.38,  309.600,  412.744324,   ,   ,   ,   ,   ,   , 
 3097,  309.700,  375225.47,  309.700,  412.878479,   ,   ,   ,   ,   ,   , 
 3098,  309.800,  375346.19,  309.800,  413.012665,   ,   ,   ,   ,   ,   , 
 3099,  309.900,  375153.72,  309.900,  413.146851,   ,   ,   ,   ,   ,   , 
 3100,  310.000,  375033.72,  310.000,  413.281036,   ,   ,   ,   ,   ,   , 
 3101,  310.100,  374979.38,  310.100,  413.415222,   ,   ,   ,   ,   ,   , 
 3102,  310.200,  374976.91,  310.200,  413.549408,   ,   ,   ,   ,   ,   , 
 3103,  310.300,  374919.28,  310.300,  413.683563,   ,   ,   ,   ,   ,   , 
 3104,  310.400,  375060.47,  310.400,  413.817749,   ,   ,   ,   ,   ,   , 
 3105,  310.500,  375136.19,  310.500,  413.951935,   ,   ,   ,   ,   ,   , 
 3106,  310.600,  375523.38,  310.600,  414.086121,   ,   ,   ,   ,   ,   , 
 3107,  310.700,  375880.28,  310.700,  414.220306,   ,   ,   ,   ,   ,   , 
 3108,  310.800,  375731.72,  310.800,  414.354462,   ,   ,   ,   ,   ,   , 
 3109,  310.900,  375415.72,  310.900,  414.488678,   ,   ,   ,   ,   ,   , 
 3110,  311.000,  375508.72,  311.000,  414.622833,   ,   ,   ,   ,   ,   , 
 3111,  311.100,  375398.38,  311.100,  414.757050,   ,   ,   ,   ,   ,   , 
 3112,  311.200,  375448.81,  311.200,  414.891205,   ,   ,   ,   ,   ,   , 
 3113,  311.300,  375676.19,  311.300,  415.025391,   ,   ,   ,   ,   ,   , 
 3114,  311.400,  375836.81,  311.400,  415.159576,   ,   ,   ,   ,   ,   , 
 3115,  311.500,  375629.53,  311.500,  415.293762,   ,   ,   ,   ,   ,   , 
 3116,  311.600,  375598.00,  311.600,  415.427948,   ,   ,   ,   ,   ,   , 
 3117,  311.700,  375190.81,  311.700,  415.562134,   ,   ,   ,   ,   ,   , 
 3118,  311.800,  375273.19,  311.800,  415.696289,   ,   ,   ,   ,   ,   , 
 3119,  311.900,  375687.91,  311.900,  415.830505,   ,   ,   ,   ,   ,   , 
 3120,  312.000,  376204.81,  312.000,  415.964661,   ,   ,   ,   ,   ,   , 
 3121,  312.100,  375661.38,  312.100,  416.098877,   ,   ,   ,   ,   ,   , 
 3122,  312.200,  375472.63,  312.200,  416.233032,   ,   ,   ,   ,   ,   , 
 3123,  312.300,  375550.00,  312.300,  416.367218,   ,   ,   ,   ,   ,   , 
 3124,  312.400,  375425.00,  312.400,  416.501404,   ,   ,   ,   ,   ,   , 
 3125,  312.500,  375186.72,  312.500,  416.635559,   ,   ,   ,   ,   ,   , 
 3126,  312.600,  375029.63,  312.600,  416.769775,   ,   ,   ,   ,   ,   , 
 3127,  312.700,  374869.47,  312.700,  416.903931,   ,   ,   ,   ,   ,   , 
 3128,  312.800,  374786.91,  312.800,  417.038147,   ,   ,   ,   ,   ,   , 
 3129,  312.900,  374425.09,  312.900,  417.172302,   ,   ,   ,   ,   ,   , 
 3130,  313.000,  373778.81,  313.000,  417.306488,   ,   ,   ,   ,   ,   , 
 3131,  313.100,  373444.00,  313.100,  416.722961,   ,   ,   ,   ,   ,   , 
 3132,  313.200,  373936.19,  313.200,  411.786407,   ,   ,   ,   ,   ,   , 
 3133,  313.300,  374019.09,  313.300,  411.918823,   ,   ,   ,   ,   ,   , 
 3134,  313.400,  373925.72,  313.400,  412.051208,   ,   ,   ,   ,   ,   , 
 3135,  313.500,  373728.91,  313.500,  412.183563,   ,   ,   ,   ,   ,   , 
 3136,  313.600,  373813.28,  313.600,  412.315918,   ,   ,   ,   ,   ,   , 
 3137,  313.700,  374080.53,  313.700,  412.448242,   ,   ,   ,   ,   ,   , 
 3138,  313.800,  374340.38,  313.800,  412.580566,   ,   ,   ,   ,   ,   , 
 3139,  313.900,  374632.19,  313.900,  412.712891,   ,   ,   ,   ,   ,   , 
 3140,  314.000,  374519.28,  314.000,  412.845215,   ,   ,   ,   ,   ,   , 
 3141,  314.100,  374975.38,  314.100,  412.977539,   ,   ,   ,   ,   ,   , 
 3142,  314.200,  375125.09,  314.200,  413.109894,   ,   ,   ,   ,   ,   , 
 3143,  314.300,  375085.53,  314.300,  413.242218,   ,   ,   ,   ,   ,   , 
 3144,  314.400,  375257.63,  314.400,  413.374542,   ,   ,   ,   ,   ,   , 
 3145,  314.500,  375041.72,  314.500,  413.506866,   ,   ,   ,   ,   ,   , 
 3146,  314.600,  375244.00,  314.600,  413.639191,   ,   ,   ,   ,   ,   , 
 3147,  314.700,  375471.00,  314.700,  413.771515,   ,   ,   ,   ,   ,   , 
 3148,  314.800,  375146.38,  314.800,  413.903839,   ,   ,   ,   ,   ,   , 
 3149,  314.900,  375092.63,  314.900,  414.036163,   ,   ,   ,   ,   ,   , 
 3150,  315.000,  374881.19,  315.000,  414.168488,   ,   ,   ,   ,   ,   , 
 3151,  315.100,  375039.63,  315.100,  414.300812,   ,   ,   ,   ,   ,   , 
 3152,  315.200,  374850.00,  315.200,  414.432983,   ,   ,   ,   ,   ,   , 
 3153,  315.300,  374534.19,  315.300,  414.439392,   ,   ,   ,   ,   ,   , 
 3154,  315.400,  374317.91,  315.400,  414.571686,   ,   ,   ,   ,   ,   , 
 3155,  315.500,  374129.91,  315.500,  414.703949,   ,   ,   ,   ,   ,   , 
 3156,  315.600,  374510.81,  315.600,  414.836243,   ,   ,   ,   ,   ,   , 
 3157,  315.700,  374638.00,  315.700,  414.968506,   ,   ,   ,   ,   ,   , 
 3158,  315.800,  374111.53,  315.800,  415.100769,   ,   ,   ,   ,   ,   , 
 3159,  315.900,  374290.72,  315.900,  415.233063,   ,   ,   ,   ,   ,   , 
 3160,  316.000,  374248.28,  316.000,  415.365326,   ,   ,   ,   ,   ,   , 
 3161,  316.100,  374232.91,  316.100,  415.497620,   ,   ,   ,   ,   ,   , 
 3162,  316.200,  374445.47,  316.200,  415.629852,   ,   ,   ,   ,   ,   , 
 3163,  316.300,  374409.47,  316.300,  415.762085,   ,   ,   ,   ,   ,   , 
 3164,  316.400,  374621.19,  316.400,  415.799194,   ,   ,   ,   ,   ,   , 
 3165,  316.500,  374937.47,  316.500,  415.931427,   ,   ,   ,   ,   ,   , 
 3166,  316.600,  375020.00,  316.600,  416.063690,   ,   ,   ,   ,   ,   , 
 3167,  316.700,  374706.91,  316.700,  416.195648,   ,   ,   ,   ,   ,   , 
 3168,  316.800,  374429.28,  316.800,  416.277863,   ,   ,   ,   ,   ,   , 
 3169,  316.900,  374813.91,  316.900,  416.410095,   ,   ,   ,   ,   ,   , 
 3170,  317.000,  374948.91,  317.000,  416.542328,   ,   ,   ,   ,   ,   , 
 3171,  317.100,  374701.38,  317.100,  416.674286,   ,   ,   ,   ,   ,   , 
 3172,  317.200,  374552.63,  317.200,  416.756287,   ,   ,   ,   ,   ,   , 
 3173,  317.300,  373918.91,  317.300,  416.888519,   ,   ,   ,   ,   ,   , 
 3174,  317.400,  373880.53,  317.400,  417.020752,   ,   ,   ,   ,   ,   , 
 3175,  317.500,  373887.72,  317.500,  417.152954,   ,   ,   ,   ,   ,   , 
 3176,  317.600,  373548.53,  317.600,  417.285187,   ,   ,   ,   ,   ,   , 
 3177,  317.700,  373227.81,  317.700,  417.417419,   ,   ,   ,   ,   ,   , 
 3178,  317.800,  373535.53,  317.800,  417.549652,   ,   ,   ,   ,   ,   , 
 3179,  317.900,  373424.09,  317.900,  417.681885,   ,   ,   ,   ,   ,   , 
 3180,  318.000,  373583.53,  318.000,  417.814087,   ,   ,   ,   ,   ,   , 
 3181,  318.100,  373458.47,  318.100,  417.946320,   ,   ,   ,   ,   ,   , 
 3182,  318.200,  373509.00,  318.200,  418.078552,   ,   ,   ,   ,   ,   , 
 3183,  318.300,  373370.63,  318.300,  418.210754,   ,   ,   ,   ,   ,   , 
 3184,  318.400,  373867.91,  318.400,  418.342987,   ,   ,   ,   ,   ,   , 
 3185,  318.500,  373838.91,  318.500,  418.475189,   ,   ,   ,   ,   ,   , 
 3186,  318.600,  373515.00,  318.600,  418.607422,   ,   ,   ,   ,   ,   , 
 3187,  318.700,  373338.81,  318.700,  418.739624,   ,   ,   ,   ,   ,   , 
 3188,  318.800,  373307.47,  318.800,  418.871857,   ,   ,   ,   ,   ,   , 
 3189,  318.900,  373074.63,  318.900,  419.004059,   ,   ,   ,   ,   ,   , 
 3190,  319.000,  373040.19,  319.000,  419.136292,   ,   ,   ,   ,   ,   , 
 3191,  319.100,  372738.38,  319.100,  419.268524,   ,   ,   ,   ,   ,   , 
 3192,  319.200,  372413.19,  319.200,  419.400726,   ,   ,   ,   ,   ,   , 
 3193,  319.300,  372210.47,  319.300,  419.532959,   ,   ,   ,   ,   ,   , 
 3194,  319.400,  372421.53,  319.400,  419.665161,   ,   ,   ,   ,   ,   , 
 3195,  319.500,  372269.38,  319.500,  419.797394,   ,   ,   ,   ,   ,   , 
 3196,  319.600,  372131.00,  319.600,  419.929596,   ,   ,   ,   ,   ,   , 
 3197,  319.700,  372201.91,  319.700,  420.061829,   ,   ,   ,   ,   ,   , 
 3198,  319.800,  372374.47,  319.800,  420.194061,   ,   ,   ,   ,   ,   , 
 3199,  319.900,  372881.00,  319.900,  420.326263,   ,   ,   ,   ,   ,   , 
 3200,  320.000,  373014.38,  320.000,  420.458496,   ,   ,   ,   ,   ,   , 
 3201,  320.100,  372903.47,  320.100,  420.590698,   ,   ,   ,   ,   ,   , 
 3202,  320.200,  372710.91,  320.200,  420.722931,   ,   ,   ,   ,   ,   , 
 3203,  320.300,  373021.81,  320.300,  420.855133,   ,   ,   ,   ,   ,   , 
 3204,  320.400,  373158.19,  320.400,  420.987366,   ,   ,   ,   ,   ,   , 
 3205,  320.500,  373174.38,  320.500,  421.119568,   ,   ,   ,   ,   ,   , 
 3206,  320.600,  373127.81,  320.600,  421.251801,   ,   ,   ,   ,   ,   , 
 3207,  320.700,  373233.72,  320.700,  421.384033,   ,   ,   ,   ,   ,   , 
 3208,  320.800,  373144.63,  320.800,  421.516235,   ,   ,   ,   ,   ,   , 
 3209,  320.900,  373118.91,  320.900,  421.648468,   ,   ,   ,   ,   ,   , 
 3210,  321.000,  372571.81,  321.000,  421.780670,   ,   ,   ,   ,   ,   , 
 3211,  321.100,  372483.72,  321.100,  421.912903,   ,   ,   ,   ,   ,   , 
 3212,  321.200,  372604.47,  321.200,  422.045105,   ,   ,   ,   ,   ,   , 
 3213,  321.300,  372771.72,  321.300,  422.177338,   ,   ,   ,   ,   ,   , 
 3214,  321.400,  372770.53,  321.400,  422.309540,   ,   ,   ,   ,   ,   , 
 3215,  321.500,  372766.72,  321.500,  422.441772,   ,   ,   ,   ,   ,   , 
 3216,  321.600,  372859.53,  321.600,  422.574005,   ,   ,   ,   ,   ,   , 
 3217,  321.700,  372914.47,  321.700,  422.706207,   ,   ,   ,   ,   ,   , 
 3218,  321.800,  372611.81,  321.800,  422.838440,   ,   ,   ,   ,   ,   , 
 3219,  321.900,  372629.19,  321.900,  422.930786,   ,   ,   ,   ,   ,   , 
 3220,  322.000,  372525.91,  322.000,  423.063019,   ,   ,   ,   ,   ,   , 
 3221,  322.100,  372558.47,  322.100,  423.195221,   ,   ,   ,   ,   ,   , 
 3222,  322.200,  372394.47,  322.200,  423.327423,   ,   ,   ,   ,   ,   , 
 3223,  322.300,  372444.63,  322.300,  423.459625,   ,   ,   ,   ,   ,   , 
 3224,  322.400,  372011.53,  322.400,  423.591858,   ,   ,   ,   ,   ,   , 
 3225,  322.500,  371773.53,  322.500,  423.724060,   ,   ,   ,   ,   ,   , 
 3226,  322.600,  372072.38,  322.600,  423.856262,   ,   ,   ,   ,   ,   , 
 3227,  322.700,  372060.38,  322.700,  423.988464,   ,   ,   ,   ,   ,   , 
 3228,  322.800,  372194.91,  322.800,  424.120667,   ,   ,   ,   ,   ,   , 
 3229,  322.900,  372570.47,  322.900,  424.252838,   ,   ,   ,   ,   ,   , 
 3230,  323.000,  372916.19,  323.000,  424.612305,   ,   ,   ,   ,   ,   , 
 3231,  323.100,  373290.72,  323.100,  424.744659,   ,   ,   ,   ,   ,   , 
 3232,  323.200,  373406.72,  323.200,  424.876953,   ,   ,   ,   ,   ,   , 
 3233,  323.300,  373505.63,  323.300,  425.316925,   ,   ,   ,   ,   ,   , 
 3234,  323.400,  373523.09,  323.400,  425.449280,   ,   ,   ,   ,   ,   , 
 3235,  323.500,  374014.91,  323.500,  426.416992,   ,   ,   ,   ,   ,   , 
 3236,  323.600,  374263.91,  323.600,  426.549927,   ,   ,   ,   ,   ,   , 
 3237,  323.700,  374002.38,  323.700,  426.682556,   ,   ,   ,   ,   ,   , 
 3238,  323.800,  373588.19,  323.800,  426.815338,   ,   ,   ,   ,   ,   , 
 3239,  323.900,  373304.00,  323.900,  428.832153,   ,   ,   ,   ,   ,   , 
 3240,  324.000,  373006.63,  324.000,  428.965393,   ,   ,   ,   ,   ,   , 
 3241,  324.100,  372713.28,  324.100,  429.098602,   ,   ,   ,   ,   ,   , 
 3242,  324.200,  372426.63,  324.200,  429.231873,   ,   ,   ,   ,   ,   , 
 3243,  324.300,  372496.72,  324.300,  431.512756,   ,   ,   ,   ,   ,   , 
 3244,  324.400,  372366.63,  324.400,  431.646606,   ,   ,   ,   ,   ,   , 
 3245,  324.500,  372242.28,  324.500,  431.780487,   ,   ,   ,   ,   ,   , 
 3246,  324.600,  372050.09,  324.600,  434.143158,   ,   ,   ,   ,   ,   , 
 3247,  324.700,  372073.09,  324.700,  434.277740,   ,   ,   ,   ,   ,   , 
 3248,  324.800,  372211.81,  324.800,  434.412292,   ,   ,   ,   ,   ,   , 
 3249,  324.900,  372337.81,  324.900,  439.943878,   ,   ,   ,   ,   ,   , 
 3250,  325.000,  372032.28,  325.000,  440.080139,   ,   ,   ,   ,   ,   , 
 3251,  325.100,  372047.38,  325.100,  440.216370,   ,   ,   ,   ,   ,   , 
 3252,  325.200,  371814.28,  325.200,  440.352631,   ,   ,   ,   ,   ,   , 
 3253,  325.300,  371567.63,  325.300,  440.488861,   ,   ,   ,   ,   ,   , 
 3254,  325.400,  371412.38,  325.400,  440.625092,   ,   ,   ,   ,   ,   , 
 3255,  325.500,  371386.09,  325.500,  440.761353,   ,   ,   ,   ,   ,   , 
 3256,  325.600,  371707.53,  325.600,  442.565521,   ,   ,   ,   ,   ,   , 
 3257,  325.700,  371521.53,  325.700,  442.702301,   ,   ,   ,   ,   ,   , 
 3258,  325.800,  371216.91,  325.800,  442.839050,   ,   ,   ,   ,   ,   , 
 3259,  325.900,  371197.63,  325.900,  442.975830,   ,   ,   ,   ,   ,   , 
 3260,  326.000,  371323.19,  326.000,  443.112579,   ,   ,   ,   ,   ,   , 
 3261,  326.100,  371663.09,  326.100,  443.249359,   ,   ,   ,   ,   ,   , 
 3262,  326.200,  371671.72,  326.200,  445.173279,   ,   ,   ,   ,   ,   , 
 3263,  326.300,  371844.47,  326.300,  445.310608,   ,   ,   ,   ,   ,   , 
 3264,  326.400,  372414.00,  326.400,  445.447937,   ,   ,   ,   ,   ,   , 
 3265,  326.500,  372676.53,  326.500,  494.697937,   ,   ,   ,   ,   ,   , 
 3266,  326.600,  372846.00,  326.600,  494.850372,   ,   ,   ,   ,   ,   , 
 3267,  326.700,  372631.28,  326.700,  496.824341,   ,   ,   ,   ,   ,   , 
 3268,  326.800,  372831.09,  326.800,  496.977356,   ,   ,   ,   ,   ,   , 
 3269,  326.900,  372923.09,  326.900,  498.112549,   ,   ,   ,   ,   ,   , 
 3270,  327.000,  372928.00,  327.000,  498.265869,   ,   ,   ,   ,   ,   , 
 3271,  327.100,  372744.53,  327.100,  500.639130,   ,   ,   ,   ,   ,   , 
 3272,  327.200,  372397.09,  327.200,  500.793091,   ,   ,   ,   ,   ,   , 
 3273,  327.300,  372436.09,  327.300,  502.479736,   ,   ,   ,   ,   ,   , 
 3274,  327.400,  372275.47,  327.400,  502.634216,   ,   ,   ,   ,   ,   , 
 3275,  327.500,  372015.47,  327.500,  502.788666,   ,   ,   ,   ,   ,   , 
 3276,  327.600,  372025.81,  327.600,  527.518372,   ,   ,   ,   ,   ,   , 
 3277,  327.700,  371685.53,  327.700,  527.680420,   ,   ,   ,   ,   ,   , 
 3278,  327.800,  371868.63,  327.800,  527.842407,   ,   ,   ,   ,   ,   , 
 3279,  327.900,  371981.91,  327.900,  528.004456,   ,   ,   ,   ,   ,   , 
 3280,  328.000,  371799.38,  328.000,  539.389771,   ,   ,   ,   ,   ,   , 
 3281,  328.100,  371426.72,  328.100,  539.555237,   ,   ,   ,   ,   ,   , 
 3282,  328.200,  371399.47,  328.200,  539.720703,   ,   ,   ,   ,   ,   , 
 3283,  328.300,  371591.91,  328.300,  539.886169,   ,   ,   ,   ,   ,   , 
 3284,  328.400,  371359.00,  328.400,  540.051636,   ,   ,   ,   ,   ,   , 
 3285,  328.500,  371100.28,  328.500,  540.217102,   ,   ,   ,   ,   ,   , 
 3286,  328.600,  370870.81,  328.600,  541.525940,   ,   ,   ,   ,   ,   , 
 3287,  328.700,  370489.00,  328.700,  541.691711,   ,   ,   ,   ,   ,   , 
 3288,  328.800,  370869.38,  328.800,  541.857544,   ,   ,   ,   ,   ,   , 
 3289,  328.900,  370369.91,  328.900,  542.023376,   ,   ,   ,   ,   ,   , 
 3290,  329.000,  370103.19,  329.000,  542.189209,   ,   ,   ,   ,   ,   , 
 3291,  329.100,  370238.91,  329.100,  542.354980,   ,   ,   ,   ,   ,   , 
 3292,  329.200,  370130.09,  329.200,  542.520996,   ,   ,   ,   ,   ,   , 
 3293,  329.300,  370232.63,  329.300,  542.686951,   ,   ,   ,   ,   ,   , 
 3294,  329.400,  369890.81,  329.400,  543.340759,   ,   ,   ,   ,   ,   , 
 3295,  329.500,  369747.53,  329.500,  543.863342,   ,   ,   ,   ,   ,   , 
 3296,  329.600,  370033.19,  329.600,  544.425842,   ,   ,   ,   ,   ,   , 
 3297,  329.700,  370228.00,  329.700,  544.592041,   ,   ,   ,   ,   ,   , 
 3298,  329.800,  370127.47,  329.800,  544.758179,   ,   ,   ,   ,   ,   , 
 3299,  329.900,  369820.63,  329.900,  545.266479,   ,   ,   ,   ,   ,   , 
 3300,  330.000,  369987.63,  330.000,  545.432861,   ,   ,   ,   ,   ,   , 
 3301,  330.100,  369876.91,  330.100,  545.599365,   ,   ,   ,   ,   ,   , 
 3302,  330.200,  369710.81,  330.200,  545.960999,   ,   ,   ,   ,   ,   , 
 3303,  330.300,  369738.72,  330.300,  546.292297,   ,   ,   ,   ,   ,   , 
 3304,  330.400,  369800.91,  330.400,  546.458862,   ,   ,   ,   ,   ,   , 
