WaferID: N5GM12.16 (Step 10 to Step 16)
     ,  BasisFunction1,  BasisFunction1,  (nFringes*1000),  (nFringes*1000),  Endpoint Time (sec),  Endpoint Time (sec),  Delay Time (sec),  Delay Time (sec),  Normalization Time (sec),  Normalization Time (sec), 
     ,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value,  Time (sec),  Value, 
 1265,  126.500,  273318.47,  126.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1266,  126.600,  273164.09,  126.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1267,  126.700,  273258.28,  126.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1268,  126.800,  273306.53,  126.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1269,  126.900,  273025.47,  126.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1270,  127.000,  273079.09,  127.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1271,  127.100,  272631.72,  127.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1272,  127.200,  272968.53,  127.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1273,  127.300,  272676.91,  127.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1274,  127.400,  272327.47,  127.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1275,  127.500,  272228.47,  127.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1276,  127.600,  271888.19,  127.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1277,  127.700,  271879.53,  127.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1278,  127.800,  271996.91,  127.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1279,  127.900,  271804.38,  127.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1280,  128.000,  272145.47,  128.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1281,  128.100,  272418.63,  128.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1282,  128.200,  272654.47,  128.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1283,  128.300,  272648.38,  128.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1284,  128.400,  272823.09,  128.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1285,  128.500,  273124.47,  128.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1286,  128.600,  273481.81,  128.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1287,  128.700,  273530.91,  128.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1288,  128.800,  273618.28,  128.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1289,  128.900,  273700.19,  128.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1290,  129.000,  274016.28,  129.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1291,  129.100,  274185.38,  129.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1292,  129.200,  274019.19,  129.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1293,  129.300,  274289.47,  129.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1294,  129.400,  274458.09,  129.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1295,  129.500,  274549.72,  129.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1296,  129.600,  274527.81,  129.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1297,  129.700,  274754.81,  129.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1298,  129.800,  274897.63,  129.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1299,  129.900,  275322.72,  129.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1300,  130.000,  275721.00,  130.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1301,  130.100,  275924.63,  130.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1302,  130.200,  275844.28,  130.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1303,  130.300,  276056.72,  130.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1304,  130.400,  275814.91,  130.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1305,  130.500,  275614.81,  130.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1306,  130.600,  275858.00,  130.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1307,  130.700,  276123.72,  130.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1308,  130.800,  275971.47,  130.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1309,  130.900,  275996.38,  130.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1310,  131.000,  275923.91,  131.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1311,  131.100,  275629.91,  131.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1312,  131.200,  275706.91,  131.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1313,  131.300,  275581.28,  131.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1314,  131.400,  275792.81,  131.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1315,  131.500,  275937.47,  131.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1316,  131.600,  276148.09,  131.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1317,  131.700,  276012.81,  131.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1318,  131.800,  275920.09,  131.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1319,  131.900,  275955.47,  131.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1320,  132.000,  276095.53,  132.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1321,  132.100,  276172.72,  132.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1322,  132.200,  276115.19,  132.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1323,  132.300,  275869.00,  132.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1324,  132.400,  276244.72,  132.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1325,  132.500,  276088.09,  132.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1326,  132.600,  276155.81,  132.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1327,  132.700,  276105.00,  132.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1328,  132.800,  276440.28,  132.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1329,  132.900,  276333.72,  132.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1330,  133.000,  276315.91,  133.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1331,  133.100,  276343.53,  133.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1332,  133.200,  276337.72,  133.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1333,  133.300,  276446.19,  133.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1334,  133.400,  276605.09,  133.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1335,  133.500,  276661.63,  133.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1336,  133.600,  276719.09,  133.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1337,  133.700,  276693.72,  133.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1338,  133.800,  276907.53,  133.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1339,  133.900,  276696.72,  133.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1340,  134.000,  276805.19,  134.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1341,  134.100,  277057.72,  134.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1342,  134.200,  277118.81,  134.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1343,  134.300,  277140.47,  134.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1344,  134.400,  277165.38,  134.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1345,  134.500,  277231.38,  134.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1346,  134.600,  277252.09,  134.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1347,  134.700,  277479.19,  134.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1348,  134.800,  277829.53,  134.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1349,  134.900,  277651.19,  134.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1350,  135.000,  277712.53,  135.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1351,  135.100,  277743.53,  135.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1352,  135.200,  277540.19,  135.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1353,  135.300,  277646.28,  135.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1354,  135.400,  277734.72,  135.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1355,  135.500,  278095.63,  135.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1356,  135.600,  278310.00,  135.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1357,  135.700,  278214.53,  135.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1358,  135.800,  278173.47,  135.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1359,  135.900,  278040.72,  135.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1360,  136.000,  278140.00,  136.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1361,  136.100,  278459.09,  136.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1362,  136.200,  278490.28,  136.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1363,  136.300,  278819.19,  136.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1364,  136.400,  278958.19,  136.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1365,  136.500,  279050.09,  136.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1366,  136.600,  278853.19,  136.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1367,  136.700,  278946.72,  136.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1368,  136.800,  279218.63,  136.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1369,  136.900,  279131.19,  136.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1370,  137.000,  279127.47,  137.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1371,  137.100,  279314.91,  137.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1372,  137.200,  279232.47,  137.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1373,  137.300,  279666.81,  137.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1374,  137.400,  279771.38,  137.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1375,  137.500,  280040.00,  137.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1376,  137.600,  280085.38,  137.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1377,  137.700,  280365.47,  137.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1378,  137.800,  280291.81,  137.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1379,  137.900,  280447.81,  137.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1380,  138.000,  280627.09,  138.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1381,  138.100,  280819.28,  138.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1382,  138.200,  280779.91,  138.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1383,  138.300,  280810.47,  138.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1384,  138.400,  280616.81,  138.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1385,  138.500,  280505.28,  138.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1386,  138.600,  280318.63,  138.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1387,  138.700,  280498.63,  138.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1388,  138.800,  280571.00,  138.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1389,  138.900,  280710.47,  138.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1390,  139.000,  280615.47,  139.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1391,  139.100,  280878.63,  139.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1392,  139.200,  280998.91,  139.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1393,  139.300,  281000.28,  139.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1394,  139.400,  281164.09,  139.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1395,  139.500,  281358.00,  139.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1396,  139.600,  281707.91,  139.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1397,  139.700,  281915.47,  139.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1398,  139.800,  281958.81,  139.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1399,  139.900,  281916.81,  139.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1400,  140.000,  281889.91,  140.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1401,  140.100,  281932.53,  140.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1402,  140.200,  281845.53,  140.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1403,  140.300,  281973.09,  140.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1404,  140.400,  282157.53,  140.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1405,  140.500,  282083.53,  140.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1406,  140.600,  282014.81,  140.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1407,  140.700,  282067.28,  140.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1408,  140.800,  282018.53,  140.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1409,  140.900,  282129.91,  140.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1410,  141.000,  282276.53,  141.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1411,  141.100,  282382.63,  141.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1412,  141.200,  282488.91,  141.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1413,  141.300,  282496.28,  141.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1414,  141.400,  282547.91,  141.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1415,  141.500,  282624.19,  141.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1416,  141.600,  282767.19,  141.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1417,  141.700,  282831.28,  141.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1418,  141.800,  282898.28,  141.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1419,  141.900,  282990.28,  141.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1420,  142.000,  283023.09,  142.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1421,  142.100,  283006.09,  142.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1422,  142.200,  282863.09,  142.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1423,  142.300,  282791.91,  142.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1424,  142.400,  283018.47,  142.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1425,  142.500,  283045.28,  142.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1426,  142.600,  283153.28,  142.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1427,  142.700,  283259.81,  142.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1428,  142.800,  283525.72,  142.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1429,  142.900,  283378.28,  142.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1430,  143.000,  283483.72,  143.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1431,  143.100,  283382.00,  143.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1432,  143.200,  283508.00,  143.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1433,  143.300,  283983.38,  143.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1434,  143.400,  284300.09,  143.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1435,  143.500,  284399.47,  143.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1436,  143.600,  284523.53,  143.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1437,  143.700,  284810.47,  143.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1438,  143.800,  285095.81,  143.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1439,  143.900,  285033.53,  143.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1440,  144.000,  285190.00,  144.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1441,  144.100,  285246.63,  144.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1442,  144.200,  285541.19,  144.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1443,  144.300,  285793.53,  144.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1444,  144.400,  286010.19,  144.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1445,  144.500,  286052.28,  144.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1446,  144.600,  286180.91,  144.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1447,  144.700,  286312.09,  144.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1448,  144.800,  286258.09,  144.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1449,  144.900,  286191.38,  144.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1450,  145.000,  286163.09,  145.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1451,  145.100,  286334.38,  145.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1452,  145.200,  286198.91,  145.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1453,  145.300,  286083.38,  145.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1454,  145.400,  286179.47,  145.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1455,  145.500,  286334.28,  145.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1456,  145.600,  286327.81,  145.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1457,  145.700,  286215.63,  145.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1458,  145.800,  286006.19,  145.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1459,  145.900,  286033.09,  145.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1460,  146.000,  286070.81,  146.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1461,  146.100,  286151.09,  146.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1462,  146.200,  286053.28,  146.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1463,  146.300,  286133.28,  146.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1464,  146.400,  286408.91,  146.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1465,  146.500,  286355.47,  146.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1466,  146.600,  286223.28,  146.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1467,  146.700,  286355.72,  146.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1468,  146.800,  286573.91,  146.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1469,  146.900,  286816.28,  146.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1470,  147.000,  286888.28,  147.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1471,  147.100,  287122.38,  147.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1472,  147.200,  287325.91,  147.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1473,  147.300,  287525.47,  147.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1474,  147.400,  288053.09,  147.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1475,  147.500,  288604.28,  147.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1476,  147.600,  288494.38,  147.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1477,  147.700,  288481.53,  147.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1478,  147.800,  288754.91,  147.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1479,  147.900,  288604.81,  147.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1480,  148.000,  288919.53,  148.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1481,  148.100,  289232.09,  148.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1482,  148.200,  289239.72,  148.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1483,  148.300,  289482.72,  148.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1484,  148.400,  289647.72,  148.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1485,  148.500,  289630.38,  148.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1486,  148.600,  289189.47,  148.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1487,  148.700,  289584.81,  148.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1488,  148.800,  289627.47,  148.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1489,  148.900,  289503.00,  148.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1490,  149.000,  289902.47,  149.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1491,  149.100,  289399.28,  149.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1492,  149.200,  289266.28,  149.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1493,  149.300,  289410.81,  149.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1494,  149.400,  289653.91,  149.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1495,  149.500,  289479.53,  149.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1496,  149.600,  289434.91,  149.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1497,  149.700,  289680.91,  149.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1498,  149.800,  289765.28,  149.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1499,  149.900,  290108.72,  149.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1500,  150.000,  290438.38,  150.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1501,  150.100,  290576.00,  150.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1502,  150.200,  291271.19,  150.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1503,  150.300,  291570.38,  150.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1504,  150.400,  291358.63,  150.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1505,  150.500,  291132.28,  150.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1506,  150.600,  291295.19,  150.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1507,  150.700,  291310.28,  150.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1508,  150.800,  291331.28,  150.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1509,  150.900,  291175.81,  150.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1510,  151.000,  291201.00,  151.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1511,  151.100,  291130.72,  151.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1512,  151.200,  290957.81,  151.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1513,  151.300,  290870.19,  151.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1514,  151.400,  290800.00,  151.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1515,  151.500,  291158.09,  151.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1516,  151.600,  291224.09,  151.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1517,  151.700,  291362.91,  151.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1518,  151.800,  291425.19,  151.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1519,  151.900,  291230.53,  151.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1520,  152.000,  291298.53,  152.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1521,  152.100,  290941.63,  152.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1522,  152.200,  290954.28,  152.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1523,  152.300,  290962.38,  152.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1524,  152.400,  290883.47,  152.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1525,  152.500,  290757.81,  152.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1526,  152.600,  290512.28,  152.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1527,  152.700,  290572.19,  152.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1528,  152.800,  290725.72,  152.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1529,  152.900,  290897.63,  152.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1530,  153.000,  291032.72,  153.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1531,  153.100,  291122.00,  153.100,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1532,  153.200,  291358.38,  153.200,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1533,  153.300,  291343.28,  153.300,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1534,  153.400,  291497.00,  153.400,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1535,  153.500,  291854.47,  153.500,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1536,  153.600,  292105.09,  153.600,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1537,  153.700,  292343.72,  153.700,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1538,  153.800,  292256.91,  153.800,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1539,  153.900,  291946.00,  153.900,  0.000000e+000,   ,   ,   ,   ,   ,   , 
 1540,  154.000,  292170.19,  154.000,  0.000000e+000,   ,   ,   ,   ,   ,   , 
